seed;model_name;dataset_name;grounder;kge;rule_miner;kge_atom_embedding_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;batch_size;val_batch_size;test_batch_size;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time
[0, 1, 2, 3, 4];dcr;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-dcr-None-1-100;4;[0.024, 0.025];[0.024, 0.025];[0.024, 0.025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.024, 0.005];[0.024, 0.005];[0.024, 0.005];[0.873, 0.006];[0.844, 0.008];[0.882, 0.01];[0.873, 0.006];[0.844, 0.008];[0.882, 0.01];[0.341, 0.125];[0.341, 0.125];[0.341, 0.125];[0.949, 0.028];[0.92, 0.044];[0.972, 0.016];[0.949, 0.028];[0.92, 0.044];[0.972, 0.016];[700.865, 2.447]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-r2n-None-1-100;4;[0.016, 0.01];[0.016, 0.01];[0.016, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.022, 0.002];[0.022, 0.002];[0.022, 0.002];[0.875, 0.005];[0.852, 0.007];[0.878, 0.01];[0.875, 0.005];[0.852, 0.007];[0.878, 0.01];[0.359, 0.085];[0.359, 0.085];[0.359, 0.085];[0.922, 0.015];[0.876, 0.023];[0.96, 0.022];[0.922, 0.015];[0.876, 0.023];[0.96, 0.022];[695.039, 3.277]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-no_reasoner-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[21.123, 2.096]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-sbr-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[727.505, 2.214]
[0, 1, 2, 3, 4];rnm;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-rnm-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[730.288, 2.809]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-dcr-None-1-100;4;[0.024, 0.025];[0.024, 0.025];[0.024, 0.025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.024, 0.005];[0.024, 0.005];[0.024, 0.005];[0.873, 0.006];[0.844, 0.008];[0.882, 0.01];[0.873, 0.006];[0.844, 0.008];[0.882, 0.01];[0.341, 0.125];[0.341, 0.125];[0.341, 0.125];[0.949, 0.028];[0.92, 0.044];[0.972, 0.016];[0.949, 0.028];[0.92, 0.044];[0.972, 0.016];[742.866, 1.389]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-r2n-None-1-100;4;[0.016, 0.01];[0.016, 0.01];[0.016, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.022, 0.002];[0.022, 0.002];[0.022, 0.002];[0.875, 0.005];[0.852, 0.007];[0.878, 0.01];[0.875, 0.005];[0.852, 0.007];[0.878, 0.01];[0.359, 0.085];[0.359, 0.085];[0.359, 0.085];[0.922, 0.015];[0.876, 0.023];[0.96, 0.022];[0.922, 0.015];[0.876, 0.023];[0.96, 0.022];[735.556, 3.595]
[0, 1, 2, 3, 4];no_reasoner;countries_s2_3rules;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_1-complex-no_reasoner-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[21.429, 2.612]
[0, 1, 2, 3, 4];sbr;countries_s2_3rules;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_1-complex-sbr-None-1-100;4;[0.017, 0.004];[0.01, 0.001];[0.023, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.051, 0.003];[0.023, 0.003];[0.079, 0.006];[0.87, 0.009];[0.84, 0.015];[0.888, 0.015];[0.888, 0.005];[0.856, 0.01];[0.898, 0.017];[0.218, 0.015];[0.386, 0.024];[0.05, 0.012];[0.935, 0.01];[0.9, 0.018];[0.956, 0.02];[0.994, 0.005];[0.988, 0.01];[1.0, 0.0];[2023.005, 13.82]
[0, 1, 2, 3, 4];rnm;countries_s2_3rules;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_1-complex-rnm-None-1-100;4;[0.013, 0.011];[0.013, 0.011];[0.014, 0.011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.023, 0.003];[0.023, 0.004];[0.023, 0.004];[0.874, 0.017];[0.852, 0.023];[0.872, 0.013];[0.895, 0.015];[0.872, 0.019];[0.904, 0.015];[0.267, 0.098];[0.379, 0.135];[0.155, 0.063];[0.953, 0.025];[0.924, 0.046];[0.976, 0.02];[0.992, 0.004];[0.98, 0.0];[1.0, 0.0];[2011.428, 13.246]
[0, 1, 2, 3, 4];dcr;countries_s2_3rules;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_1-complex-dcr-None-1-100;4;[0.021, 0.002];[0.008, 0.001];[0.031, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.065, 0.004];[0.022, 0.003];[0.09, 0.02];[0.865, 0.009];[0.838, 0.012];[0.864, 0.021];[0.889, 0.008];[0.854, 0.01];[0.906, 0.015];[0.217, 0.028];[0.373, 0.058];[0.048, 0.014];[0.948, 0.01];[0.916, 0.015];[0.976, 0.02];[0.996, 0.005];[0.992, 0.01];[1.0, 0.0];[2053.416, 10.939]
[0, 1, 2, 3, 4];r2n;countries_s2_3rules;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_1-complex-r2n-None-1-100;4;[0.02, 0.02];[0.023, 0.023];[0.018, 0.018];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.999, 0.0];[1.0, 0.0];[0.027, 0.007];[0.027, 0.007];[0.027, 0.007];[0.875, 0.006];[0.842, 0.013];[0.888, 0.013];[0.877, 0.007];[0.846, 0.01];[0.888, 0.013];[0.351, 0.197];[0.352, 0.197];[0.349, 0.198];[0.946, 0.035];[0.916, 0.046];[0.972, 0.03];[0.946, 0.035];[0.916, 0.046];[0.972, 0.03];[2044.791, 5.72]
[0, 1, 2, 3, 4];no_reasoner;countries_s2_3rules;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_2-complex-no_reasoner-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[21.766, 3.205]
[0, 1, 2, 3, 4];sbr;countries_s2_3rules;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_2-complex-sbr-None-1-100;4;[0.024, 0.006];[0.024, 0.006];[0.024, 0.006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.022, 0.002];[0.022, 0.002];[0.022, 0.002];[0.877, 0.011];[0.85, 0.015];[0.88, 0.011];[0.877, 0.011];[0.85, 0.015];[0.88, 0.011];[0.265, 0.031];[0.265, 0.031];[0.265, 0.031];[0.947, 0.013];[0.908, 0.02];[0.984, 0.015];[0.947, 0.013];[0.908, 0.02];[0.984, 0.015];[8739.104, 27.769]
[0, 1, 2, 3, 4];rnm;countries_s2_3rules;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_2-complex-rnm-None-1-100;4;[0.024, 0.006];[0.024, 0.006];[0.024, 0.006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.022, 0.002];[0.022, 0.002];[0.022, 0.002];[0.877, 0.011];[0.85, 0.015];[0.88, 0.011];[0.877, 0.011];[0.85, 0.015];[0.88, 0.011];[0.265, 0.031];[0.265, 0.031];[0.265, 0.031];[0.947, 0.013];[0.908, 0.02];[0.984, 0.015];[0.947, 0.013];[0.908, 0.02];[0.984, 0.015];[8767.232, 12.941]
[0, 1, 2, 3, 4];dcr;countries_s2_3rules;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_2-complex-dcr-None-1-100;4;[0.015, 0.011];[0.015, 0.01];[0.015, 0.01];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.022, 0.002];[0.02, 0.001];[0.02, 0.001];[0.872, 0.007];[0.842, 0.007];[0.878, 0.015];[0.872, 0.007];[0.842, 0.007];[0.878, 0.015];[0.369, 0.069];[0.368, 0.07];[0.368, 0.07];[0.933, 0.017];[0.896, 0.027];[0.968, 0.024];[0.933, 0.017];[0.896, 0.027];[0.968, 0.024];[8802.868, 15.336]
[0, 1, 2, 3, 4];r2n;countries_s2_3rules;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_2-complex-r2n-None-1-100;4;[0.021, 0.022];[0.021, 0.022];[0.02, 0.021];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.024, 0.005];[0.024, 0.005];[0.024, 0.005];[0.875, 0.01];[0.846, 0.01];[0.88, 0.013];[0.875, 0.01];[0.846, 0.01];[0.88, 0.013];[0.363, 0.167];[0.364, 0.166];[0.362, 0.167];[0.941, 0.024];[0.904, 0.032];[0.972, 0.039];[0.941, 0.024];[0.904, 0.032];[0.972, 0.039];[8799.942, 45.998]
[0, 1, 2, 3, 4];no_reasoner;countries_s2_3rules;backward_3;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;128;-1;64;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2_3rules-backward_3-complex-no_reasoner-None-1-100;4;[0.021, 0.008];[0.021, 0.008];[0.021, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.021, 0.002];[0.021, 0.002];[0.021, 0.002];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.876, 0.01];[0.848, 0.015];[0.884, 0.005];[0.301, 0.058];[0.301, 0.058];[0.301, 0.058];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[0.936, 0.009];[0.892, 0.01];[0.984, 0.015];[21.911, 3.54]
