seed;model_name;dataset_name;grounder;kge;rule_miner;kge_atom_embedding_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;batch_size;val_batch_size;test_batch_size;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time
[0, 1, 2, 3, 4];r2n;pharmkg_small;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_2-complex-r2n-amie-1-100;4;[0.306, 0.205];[0.39, 0.152];[0.223, 0.26];[0.908, 0.1];[0.832, 0.173];[1.0, 0.0];[0.994, 0.01];[0.989, 0.019];[1.0, 0.0];[0.191, 0.108];[0.155, 0.098];[0.228, 0.119];[0.599, 0.035];[0.555, 0.024];[0.591, 0.036];[0.611, 0.006];[0.562, 0.005];[0.603, 0.006];[0.144, 0.081];[0.12, 0.075];[0.169, 0.088];[0.598, 0.03];[0.543, 0.016];[0.598, 0.038];[0.607, 0.002];[0.546, 0.004];[0.613, 0.004];[1427.849, 53.366]
[0, 1, 2, 3, 4];no_reasoner;pharmkg_small;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-no_reasoner-amie-1-100;4;[0.364, 0.031];[0.364, 0.031];[0.364, 0.031];[0.958, 0.003];[0.918, 0.007];[1.0, 0.0];[0.958, 0.003];[0.918, 0.007];[1.0, 0.0];[0.247, 0.02];[0.247, 0.02];[0.247, 0.02];[0.61, 0.005];[0.561, 0.002];[0.603, 0.008];[0.61, 0.005];[0.561, 0.002];[0.603, 0.008];[0.188, 0.014];[0.188, 0.014];[0.188, 0.014];[0.611, 0.004];[0.55, 0.003];[0.614, 0.005];[0.611, 0.004];[0.55, 0.003];[0.614, 0.005];[46.008, 0.334]
[0, 1, 2, 3, 4];sbr;pharmkg_small;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-sbr-amie-1-100;4;[0.404, 0.069];[0.392, 0.071];[0.416, 0.068];[0.949, 0.007];[0.9, 0.013];[1.0, 0.0];[0.951, 0.007];[0.904, 0.014];[1.0, 0.0];[0.239, 0.047];[0.228, 0.048];[0.25, 0.046];[0.616, 0.009];[0.568, 0.008];[0.609, 0.012];[0.626, 0.009];[0.576, 0.008];[0.621, 0.013];[0.182, 0.036];[0.175, 0.036];[0.189, 0.035];[0.617, 0.009];[0.556, 0.01];[0.623, 0.008];[0.624, 0.007];[0.56, 0.01];[0.63, 0.008];[1393.565, 103.753]
[0, 1, 2, 3, 4];rnm;pharmkg_small;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-rnm-amie-1-100;4;[0.377, 0.062];[0.374, 0.064];[0.381, 0.06];[0.957, 0.009];[0.915, 0.018];[1.0, 0.0];[0.957, 0.009];[0.915, 0.018];[1.0, 0.0];[0.254, 0.043];[0.252, 0.045];[0.256, 0.043];[0.614, 0.009];[0.564, 0.008];[0.606, 0.013];[0.614, 0.009];[0.564, 0.008];[0.607, 0.013];[0.194, 0.032];[0.193, 0.033];[0.195, 0.032];[0.619, 0.009];[0.56, 0.008];[0.619, 0.011];[0.619, 0.009];[0.56, 0.008];[0.619, 0.011];[1444.312, 96.398]
[0, 1, 2, 3, 4];dcr;pharmkg_small;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-dcr-amie-1-100;4;[1.583, 0.016];[1.123, 0.059];[1.399, 0.074];[0.952, 0.003];[0.907, 0.006];[1.0, 0.0];[0.933, 0.004];[0.869, 0.008];[1.0, 0.0];[1.294, 0.045];[0.858, 0.036];[1.022, 0.044];[0.622, 0.005];[0.57, 0.005];[0.617, 0.004];[0.631, 0.004];[0.579, 0.004];[0.627, 0.006];[1.038, 0.051];[0.63, 0.032];[0.737, 0.039];[0.621, 0.007];[0.555, 0.006];[0.626, 0.012];[0.622, 0.008];[0.556, 0.009];[0.628, 0.01];[2394.145, 84.308]
[0, 1, 2, 3, 4];r2n;pharmkg_small;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-r2n-amie-1-100;4;[0.289, 0.133];[0.38, 0.123];[0.197, 0.143];[0.95, 0.014];[0.902, 0.027];[1.0, 0.0];[0.995, 0.005];[0.991, 0.01];[1.0, 0.0];[0.176, 0.079];[0.166, 0.082];[0.185, 0.078];[0.609, 0.009];[0.56, 0.009];[0.601, 0.011];[0.612, 0.006];[0.563, 0.006];[0.603, 0.008];[0.132, 0.063];[0.126, 0.063];[0.138, 0.062];[0.614, 0.005];[0.554, 0.006];[0.617, 0.004];[0.611, 0.006];[0.549, 0.007];[0.613, 0.007];[2676.051, 431.057]
[0, 1, 2, 3, 4];no_reasoner;pharmkg_small_reason_2;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_1-complex-no_reasoner-amie-1-100;4;[0.354, 0.039];[0.354, 0.039];[0.354, 0.039];[0.974, 0.003];[0.95, 0.006];[1.0, 0.0];[0.974, 0.003];[0.95, 0.006];[1.0, 0.0];[0.301, 0.013];[0.301, 0.013];[0.301, 0.013];[0.59, 0.005];[0.549, 0.004];[0.58, 0.007];[0.59, 0.005];[0.549, 0.004];[0.58, 0.007];[0.256, 0.01];[0.256, 0.01];[0.256, 0.01];[0.575, 0.002];[0.527, 0.002];[0.565, 0.004];[0.575, 0.002];[0.527, 0.002];[0.565, 0.004];[39.408, 4.54]
[0, 1, 2, 3, 4];sbr;pharmkg_small_reason_2;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_1-complex-sbr-amie-1-100;4;[0.386, 0.037];[0.375, 0.04];[0.398, 0.034];[0.966, 0.004];[0.934, 0.007];[1.0, 0.0];[0.965, 0.004];[0.931, 0.007];[1.0, 0.0];[0.307, 0.014];[0.293, 0.015];[0.321, 0.013];[0.589, 0.004];[0.547, 0.004];[0.579, 0.005];[0.595, 0.005];[0.55, 0.005];[0.586, 0.005];[0.263, 0.011];[0.25, 0.012];[0.275, 0.011];[0.574, 0.004];[0.526, 0.004];[0.564, 0.005];[0.577, 0.004];[0.528, 0.005];[0.568, 0.006];[114.702, 3.643]
[0, 1, 2, 3, 4];rnm;pharmkg_small_reason_2;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_1-complex-rnm-amie-1-100;4;[0.35, 0.046];[0.349, 0.047];[0.353, 0.045];[0.975, 0.004];[0.951, 0.007];[1.0, 0.0];[0.975, 0.004];[0.951, 0.007];[1.0, 0.0];[0.3, 0.013];[0.3, 0.014];[0.301, 0.013];[0.59, 0.005];[0.549, 0.004];[0.58, 0.006];[0.59, 0.005];[0.549, 0.004];[0.58, 0.006];[0.256, 0.01];[0.255, 0.011];[0.256, 0.01];[0.574, 0.002];[0.527, 0.003];[0.565, 0.004];[0.575, 0.002];[0.527, 0.003];[0.565, 0.004];[125.723, 4.268]
[0, 1, 2, 3, 4];dcr;pharmkg_small_reason_2;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_1-complex-dcr-amie-1-100;4;[1.486, 0.478];[0.581, 0.131];[0.752, 0.175];[0.968, 0.007];[0.937, 0.014];[1.0, 0.0];[0.954, 0.005];[0.91, 0.01];[1.0, 0.0];[1.611, 0.427];[0.566, 0.123];[0.696, 0.187];[0.597, 0.005];[0.553, 0.005];[0.586, 0.006];[0.603, 0.005];[0.557, 0.006];[0.592, 0.005];[1.533, 0.451];[0.471, 0.102];[0.579, 0.154];[0.58, 0.004];[0.529, 0.004];[0.571, 0.005];[0.581, 0.004];[0.529, 0.004];[0.574, 0.006];[538.615, 9.288]
[0, 1, 2, 3, 4];r2n;pharmkg_small_reason_2;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_1-complex-r2n-amie-1-100;4;[0.378, 0.219];[0.463, 0.231];[0.293, 0.209];[0.863, 0.118];[0.754, 0.21];[1.0, 0.0];[0.99, 0.01];[0.982, 0.018];[1.0, 0.0];[0.298, 0.077];[0.258, 0.092];[0.337, 0.065];[0.557, 0.028];[0.526, 0.018];[0.547, 0.029];[0.587, 0.002];[0.546, 0.004];[0.583, 0.005];[0.261, 0.062];[0.219, 0.078];[0.303, 0.053];[0.55, 0.021];[0.516, 0.01];[0.539, 0.022];[0.555, 0.011];[0.516, 0.004];[0.546, 0.012];[271.833, 7.368]
[0, 1, 2, 3, 4];no_reasoner;pharmkg_small_reason_2;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_2-complex-no_reasoner-amie-1-100;4;[0.354, 0.039];[0.354, 0.039];[0.354, 0.039];[0.974, 0.003];[0.95, 0.006];[1.0, 0.0];[0.974, 0.003];[0.95, 0.006];[1.0, 0.0];[0.301, 0.013];[0.301, 0.013];[0.301, 0.013];[0.59, 0.005];[0.549, 0.004];[0.58, 0.007];[0.59, 0.005];[0.549, 0.004];[0.58, 0.007];[0.256, 0.01];[0.256, 0.01];[0.256, 0.01];[0.575, 0.002];[0.527, 0.002];[0.565, 0.004];[0.575, 0.002];[0.527, 0.002];[0.565, 0.004];[36.865, 5.015]
[0, 1, 2, 3, 4];sbr;pharmkg_small_reason_2;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_2-complex-sbr-amie-1-100;4;[0.397, 0.042];[0.377, 0.046];[0.417, 0.038];[0.966, 0.004];[0.934, 0.008];[1.0, 0.0];[0.963, 0.005];[0.928, 0.01];[1.0, 0.0];[0.31, 0.013];[0.29, 0.016];[0.33, 0.012];[0.59, 0.004];[0.547, 0.003];[0.581, 0.005];[0.596, 0.004];[0.552, 0.004];[0.587, 0.006];[0.265, 0.011];[0.247, 0.013];[0.283, 0.009];[0.576, 0.004];[0.528, 0.003];[0.566, 0.005];[0.576, 0.003];[0.528, 0.004];[0.566, 0.004];[377.946, 32.504]
[0, 1, 2, 3, 4];rnm;pharmkg_small_reason_2;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_2-complex-rnm-amie-1-100;4;[0.375, 0.036];[0.372, 0.037];[0.377, 0.034];[0.974, 0.003];[0.949, 0.006];[1.0, 0.0];[0.974, 0.003];[0.949, 0.006];[1.0, 0.0];[0.303, 0.01];[0.302, 0.01];[0.304, 0.01];[0.591, 0.004];[0.549, 0.005];[0.582, 0.006];[0.591, 0.004];[0.549, 0.005];[0.582, 0.006];[0.258, 0.008];[0.257, 0.008];[0.259, 0.008];[0.575, 0.003];[0.527, 0.003];[0.565, 0.004];[0.575, 0.003];[0.527, 0.003];[0.565, 0.004];[384.624, 59.1]
[0, 1, 2, 3, 4];dcr;pharmkg_small_reason_2;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_2-complex-dcr-amie-1-100;4;[1.521, 0.101];[0.84, 0.111];[1.142, 0.165];[0.972, 0.005];[0.945, 0.011];[1.0, 0.0];[0.953, 0.004];[0.909, 0.008];[1.0, 0.0];[1.591, 0.145];[0.785, 0.107];[1.011, 0.161];[0.599, 0.009];[0.553, 0.009];[0.589, 0.012];[0.604, 0.006];[0.558, 0.007];[0.595, 0.01];[1.479, 0.171];[0.648, 0.089];[0.841, 0.135];[0.578, 0.003];[0.527, 0.002];[0.57, 0.005];[0.581, 0.004];[0.531, 0.002];[0.571, 0.008];[1022.644, 25.208]
[0, 1, 2, 3, 4];r2n;pharmkg_small_reason_2;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small_reason_2-backward_2-complex-r2n-amie-1-100;4;[0.274, 0.091];[0.371, 0.103];[0.178, 0.082];[0.961, 0.016];[0.925, 0.031];[1.0, 0.0];[0.999, 0.001];[0.999, 0.001];[1.0, 0.0];[0.383, 0.053];[0.202, 0.045];[0.564, 0.084];[0.584, 0.006];[0.543, 0.005];[0.573, 0.007];[0.592, 0.005];[0.549, 0.005];[0.583, 0.005];[0.37, 0.053];[0.172, 0.039];[0.568, 0.086];[0.572, 0.002];[0.525, 0.001];[0.563, 0.001];[0.571, 0.002];[0.523, 0.002];[0.561, 0.003];[827.023, 22.376]
[0, 1, 2, 3, 4];no_reasoner;nations;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_1-complex-no_reasoner-amie-1-100;4;[0.26, 0.2];[0.26, 0.2];[0.26, 0.2];[0.975, 0.022];[0.952, 0.042];[1.0, 0.0];[0.975, 0.022];[0.952, 0.042];[1.0, 0.0];[0.232, 0.042];[0.232, 0.042];[0.232, 0.042];[0.656, 0.015];[0.647, 0.015];[0.647, 0.015];[0.656, 0.015];[0.647, 0.015];[0.647, 0.015];[0.292, 0.127];[0.292, 0.127];[0.292, 0.127];[0.71, 0.012];[0.608, 0.013];[0.749, 0.015];[0.71, 0.012];[0.608, 0.013];[0.749, 0.015];[78.182, 11.633]
[0, 1, 2, 3, 4];sbr;nations;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_1-complex-sbr-amie-1-100;4;[0.188, 0.11];[0.183, 0.112];[0.194, 0.108];[0.988, 0.013];[0.976, 0.025];[1.0, 0.0];[0.988, 0.013];[0.977, 0.024];[1.0, 0.0];[0.19, 0.036];[0.185, 0.036];[0.195, 0.035];[0.653, 0.013];[0.644, 0.013];[0.644, 0.013];[0.664, 0.015];[0.655, 0.015];[0.655, 0.015];[0.263, 0.093];[0.268, 0.095];[0.26, 0.09];[0.71, 0.013];[0.607, 0.018];[0.751, 0.016];[0.714, 0.015];[0.613, 0.021];[0.754, 0.016];[130.281, 17.453]
[0, 1, 2, 3, 4];rnm;nations;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_1-complex-rnm-amie-1-100;4;[0.17, 0.122];[0.167, 0.123];[0.174, 0.121];[0.988, 0.016];[0.977, 0.031];[1.0, 0.0];[0.988, 0.016];[0.976, 0.031];[1.0, 0.0];[0.198, 0.024];[0.196, 0.024];[0.199, 0.024];[0.653, 0.014];[0.643, 0.014];[0.644, 0.014];[0.662, 0.016];[0.652, 0.016];[0.652, 0.016];[0.264, 0.063];[0.268, 0.066];[0.26, 0.06];[0.712, 0.01];[0.609, 0.013];[0.755, 0.013];[0.714, 0.012];[0.612, 0.014];[0.756, 0.014];[142.88, 19.371]
[0, 1, 2, 3, 4];dcr;nations;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_1-complex-dcr-amie-1-100;4;[0.79, 0.257];[0.197, 0.02];[0.37, 0.033];[0.978, 0.005];[0.959, 0.009];[1.0, 0.0];[0.976, 0.006];[0.954, 0.011];[1.0, 0.0];[0.925, 0.214];[0.337, 0.056];[0.465, 0.078];[0.676, 0.012];[0.665, 0.012];[0.666, 0.012];[0.685, 0.008];[0.675, 0.008];[0.675, 0.008];[0.979, 0.203];[0.441, 0.075];[0.452, 0.079];[0.727, 0.014];[0.629, 0.017];[0.768, 0.023];[0.728, 0.013];[0.63, 0.016];[0.771, 0.022];[693.954, 65.114]
[0, 1, 2, 3, 4];r2n;nations;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_1-complex-r2n-amie-1-100;4;[0.317, 0.246];[0.375, 0.259];[0.258, 0.236];[0.936, 0.073];[0.881, 0.133];[1.0, 0.0];[0.985, 0.019];[0.971, 0.036];[1.0, 0.0];[0.273, 0.097];[0.257, 0.101];[0.29, 0.093];[0.649, 0.019];[0.639, 0.019];[0.639, 0.019];[0.661, 0.008];[0.651, 0.007];[0.651, 0.007];[0.291, 0.136];[0.283, 0.135];[0.299, 0.137];[0.703, 0.017];[0.601, 0.019];[0.744, 0.023];[0.712, 0.013];[0.61, 0.016];[0.755, 0.015];[208.498, 29.61]
[0, 1, 2, 3, 4];no_reasoner;nations;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_2-complex-no_reasoner-amie-1-100;4;[0.301, 0.175];[0.301, 0.175];[0.301, 0.175];[0.97, 0.02];[0.943, 0.039];[1.0, 0.0];[0.97, 0.02];[0.943, 0.039];[1.0, 0.0];[0.224, 0.034];[0.224, 0.034];[0.224, 0.034];[0.66, 0.013];[0.65, 0.013];[0.651, 0.013];[0.66, 0.013];[0.65, 0.013];[0.651, 0.013];[0.265, 0.115];[0.265, 0.115];[0.265, 0.115];[0.708, 0.014];[0.608, 0.017];[0.743, 0.018];[0.708, 0.014];[0.608, 0.017];[0.743, 0.018];[81.94, 23.795]
[0, 1, 2, 3, 4];sbr;nations;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_2-complex-sbr-amie-1-100;4;[0.177, 0.087];[0.168, 0.089];[0.187, 0.086];[0.989, 0.009];[0.978, 0.017];[1.0, 0.0];[0.99, 0.008];[0.981, 0.016];[1.0, 0.0];[0.187, 0.015];[0.177, 0.014];[0.197, 0.016];[0.656, 0.011];[0.647, 0.01];[0.647, 0.01];[0.662, 0.009];[0.653, 0.009];[0.653, 0.009];[0.264, 0.068];[0.267, 0.07];[0.26, 0.065];[0.71, 0.013];[0.604, 0.014];[0.753, 0.013];[0.711, 0.013];[0.607, 0.015];[0.752, 0.014];[127.29, 24.97]
[0, 1, 2, 3, 4];rnm;nations;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_2-complex-rnm-amie-1-100;4;[0.126, 0.157];[0.121, 0.159];[0.132, 0.156];[0.989, 0.021];[0.979, 0.039];[1.0, 0.0];[0.988, 0.021];[0.978, 0.039];[1.0, 0.0];[0.226, 0.018];[0.223, 0.018];[0.229, 0.019];[0.658, 0.015];[0.648, 0.015];[0.648, 0.015];[0.666, 0.016];[0.656, 0.016];[0.656, 0.016];[0.321, 0.079];[0.328, 0.083];[0.315, 0.075];[0.712, 0.013];[0.612, 0.015];[0.748, 0.012];[0.712, 0.014];[0.613, 0.016];[0.748, 0.014];[142.522, 26.7]
[0, 1, 2, 3, 4];dcr;nations;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_2-complex-dcr-amie-1-100;4;[0.837, 0.248];[0.433, 0.154];[0.681, 0.122];[0.995, 0.004];[0.99, 0.008];[1.0, 0.0];[0.987, 0.011];[0.976, 0.02];[1.0, 0.0];[0.579, 0.085];[0.159, 0.104];[0.444, 0.136];[0.695, 0.012];[0.686, 0.012];[0.686, 0.012];[0.698, 0.012];[0.689, 0.013];[0.689, 0.013];[0.751, 0.069];[0.461, 0.12];[0.484, 0.125];[0.746, 0.015];[0.64, 0.02];[0.807, 0.024];[0.745, 0.015];[0.638, 0.02];[0.809, 0.026];[690.677, 27.256]
