Assuming 9 as type relation
Loading files... 
  Starting train_umls.tsv
  Finished train_umls.tsv, still running: 0
Loaded 1959 facts in 32 ms using -4 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  affects  ?a  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.111111111	0.035616438	0.107438017	13	365	121	-2
?g  manifestation_of  ?b  ?g  part_of  ?a   => ?a  causes  ?b	0.018348624	0.02247191	0.1	2	89	20	-1
?g  diagnoses  ?b  ?g  measures  ?a   => ?a  causes  ?b	0.165137615	0.209302326	0.327272727	18	86	55	-1
?g  diagnoses  ?b  ?g  produces  ?a   => ?a  causes  ?b	0.036697248	0.444444444	0.666666667	4	9	6	-1
?g  analyzes  ?a  ?g  diagnoses  ?b   => ?a  causes  ?b	0.128440367	0.368421053	0.368421053	14	38	38	-1
?g  complicates  ?b  ?g  produces  ?a   => ?a  causes  ?b	0.082568807	0.36	0.375	9	25	24	-1
?g  complicates  ?b  ?g  isa  ?a   => ?a  causes  ?b	0.055045872	0.066666667	0.130434783	6	90	46	-1
?a  causes  ?h  ?h  precedes  ?b   => ?a  causes  ?b	0.19266055	0.304347826	0.304347826	21	69	69	-1
?g  affects  ?a  ?g  complicates  ?b   => ?a  causes  ?b	0.027522936	0.012605042	0.176470588	3	238	17	-1
?h  produces  ?a  ?b  result_of  ?h   => ?a  causes  ?b	0.220183486	0.137931034	0.16	24	174	150	-1
?h  manifestation_of  ?a  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.068376068	0.083333333	0.285714286	8	96	28	-2
?b  manifestation_of  ?h  ?a  precedes  ?h   => ?a  process_of  ?b	0.034188034	0.060606061	0.153846154	4	66	26	-2
?h  assesses_effect_of  ?a  ?b  result_of  ?h   => ?a  causes  ?b	0.073394495	0.177777778	0.216216216	8	45	37	-1
?a  co-occurs_with  ?h  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.017094017	0.048780488	0.125	2	41	16	-2
?b  conceptually_related_to  ?h  ?h  manifestation_of  ?a   => ?a  process_of  ?b	0.025641026	1	1	3	3	3	-2
?h  degree_of  ?a  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.034188034	0.076923077	0.235294118	4	52	17	-2
?g  assesses_effect_of  ?a  ?g  diagnoses  ?b   => ?a  causes  ?b	0.055045872	0.142857143	0.176470588	6	42	34	-1
?b  conceptually_related_to  ?h  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.017094017	0.4	0.4	2	5	5	-2
?b  manifestation_of  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.094017094	0.038596491	0.115789474	11	285	95	-2
?h  co-occurs_with  ?a  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.017094017	0.038461538	0.166666667	2	52	12	-2
?g  evaluation_of  ?b  ?g  measurement_of  ?a   => ?a  causes  ?b	0.073394495	0.133333333	0.2	8	60	40	-1
?g  diagnoses  ?b  ?g  interacts_with  ?a   => ?a  causes  ?b	0.018348624	0.142857143	0.25	2	14	8	-1
?g  complicates  ?b  ?g  interacts_with  ?a   => ?a  causes  ?b	0.146788991	0.158415842	0.158415842	16	101	101	-1
?h  affects  ?a  ?b  location_of  ?h   => ?a  process_of  ?b	0.068376068	0.021390374	0.228571429	8	374	35	-2
?a  manifestation_of  ?h  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.051282051	0.039473684	0.117647059	6	152	51	-2
?b  manifestation_of  ?h  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.042735043	0.138888889	0.454545455	5	36	11	-2
?b  conceptually_related_to  ?h  ?h  precedes  ?a   => ?a  process_of  ?b	0.017094017	0.666666667	0.666666667	2	3	3	-2
?b  manifestation_of  ?h  ?h  precedes  ?a   => ?a  process_of  ?b	0.05982906	0.118644068	0.304347826	7	59	23	-2
?h  isa  ?a  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.034188034	0.055555556	0.148148148	4	72	27	-2
?a  affects  ?h  ?b  interacts_with  ?h   => ?a  process_of  ?b	0.282051282	0.251908397	0.253846154	33	131	130	-2
?b  interacts_with  ?h  ?a  process_of  ?h   => ?a  process_of  ?b	0.239316239	0.291666667	0.291666667	28	96	96	-2
?b  exhibits  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.034188034	0.173913043	0.285714286	4	23	14	-2
?h  complicates  ?a  ?b  location_of  ?h   => ?a  process_of  ?b	0.076923077	0.08490566	0.230769231	9	106	39	-2
?a  degree_of  ?h  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.051282051	0.113207547	0.272727273	6	53	22	-2
?b  manifestation_of  ?h  ?a  process_of  ?h   => ?a  process_of  ?b	0.076923077	0.064285714	0.209302326	9	140	43	-2
?b  complicates  ?h  ?h  result_of  ?a   => ?a  process_of  ?b	0.102564103	0.032171582	0.155844156	12	373	77	-2
?b  associated_with  ?h  ?h  result_of  ?a   => ?a  process_of  ?b	0.05982906	0.017902813	0.104477612	7	391	67	-2
?a  isa  ?h  ?b  manifestation_of  ?h   => ?a  process_of  ?b	0.017094017	0.054054054	0.166666667	2	37	12	-2
?b  complicates  ?h  ?h  manifestation_of  ?a   => ?a  process_of  ?b	0.05982906	0.043209877	0.259259259	7	162	27	-2
?b  conceptually_related_to  ?h  ?a  process_of  ?h   => ?a  process_of  ?b	0.017094017	0.5	0.5	2	4	4	-2
?b  complicates  ?h  ?h  location_of  ?a   => ?a  process_of  ?b	0.017094017	0.031746032	0.181818182	2	63	11	-2
?b  complicates  ?h  ?h  degree_of  ?a   => ?a  process_of  ?b	0.017094017	0.038461538	0.222222222	2	52	9	-2
?b  affects  ?h  ?h  result_of  ?a   => ?a  process_of  ?b	0.358974359	0.042726348	0.146341463	42	983	287	-2
?b  complicates  ?h  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.017094017	0.052631579	0.222222222	2	38	9	-2
?a  manifestation_of  ?b  ?a  precedes  ?b   => ?a  process_of  ?b	0.025641026	0.75	0.75	3	4	4	-2
?h  affects  ?a  ?b  affects  ?h   => ?a  process_of  ?b	0.273504274	0.02862254	0.103225806	32	1118	310	-2
?b  affects  ?h  ?h  manifestation_of  ?a   => ?a  process_of  ?b	0.222222222	0.089655172	0.285714286	26	290	91	-2
?h  causes  ?a  ?b  location_of  ?h   => ?a  process_of  ?b	0.042735043	0.083333333	0.15625	5	60	32	-2
?h  disrupts  ?a  ?b  location_of  ?h   => ?a  process_of  ?b	0.05982906	0.145833333	0.184210526	7	48	38	-2
?a  affects  ?b  ?a  manifestation_of  ?b   => ?a  process_of  ?b	0.025641026	0.3	0.3	3	10	10	-2
?b  location_of  ?h  ?a  produces  ?h   => ?a  process_of  ?b	0.094017094	0.224489796	0.261904762	11	49	42	-2
?b  associated_with  ?h  ?h  manifestation_of  ?a   => ?a  process_of  ?b	0.042735043	0.03125	0.2	5	160	25	-2
?b  complicates  ?h  ?h  isa  ?a   => ?a  process_of  ?b	0.017094017	0.023809524	0.125	2	84	16	-2
?b  affects  ?h  ?a  process_of  ?h   => ?a  process_of  ?b	0.35042735	0.077358491	0.232954545	41	530	176	-2
?b  complicates  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.05982906	0.023489933	0.145833333	7	298	48	-2
?b  associated_with  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.025641026	0.011450382	0.103448276	3	262	29	-2
?b  complicates  ?h  ?a  degree_of  ?h   => ?a  process_of  ?b	0.034188034	0.075471698	0.4	4	53	10	-2
?b  affects  ?h  ?h  process_of  ?a   => ?a  process_of  ?b	0.273504274	0.031037827	0.113475177	32	1031	282	-2
?b  affects  ?h  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.128205128	0.153061224	0.5	15	98	30	-2
?b  affects  ?h  ?h  precedes  ?a   => ?a  process_of  ?b	0.153846154	0.097297297	0.333333333	18	185	54	-2
?b  affects  ?h  ?a  co-occurs_with  ?h   => ?a  process_of  ?b	0.128205128	0.15625	0.535714286	15	96	28	-2
?b  affects  ?h  ?h  degree_of  ?a   => ?a  process_of  ?b	0.188034188	0.122905028	0.423076923	22	179	52	-2
?b  affects  ?h  ?h  occurs_in  ?a   => ?a  process_of  ?b	0.068376068	0.030651341	0.103896104	8	261	77	-2
?b  affects  ?h  ?h  isa  ?a   => ?a  process_of  ?b	0.111111111	0.045454545	0.113043478	13	286	115	-2
?h  affects  ?b  ?a  degree_of  ?h   => ?a  process_of  ?b	0.282051282	0.275	0.289473684	33	120	114	-2
?b  associated_with  ?h  ?h  degree_of  ?a   => ?a  process_of  ?b	0.017094017	0.034482759	0.25	2	58	8	-2
?b  affects  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.333333333	0.041009464	0.151750973	39	951	257	-2
?h  degree_of  ?b  ?a  degree_of  ?h   => ?a  process_of  ?b	0.034188034	0.166666667	0.2	4	24	20	-2
?b  associated_with  ?h  ?a  degree_of  ?h   => ?a  process_of  ?b	0.017094017	0.034482759	0.25	2	58	8	-2
?h  affects  ?b  ?a  co-occurs_with  ?h   => ?a  process_of  ?b	0.222222222	0.242990654	0.257425743	26	107	101	-2
?b  affects  ?h  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.136752137	0.032258065	0.117647059	16	496	136	-2
?a  co-occurs_with  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.145299145	0.145299145	0.278688525	17	117	61	-2
?a  co-occurs_with  ?h  ?h  part_of  ?b   => ?a  process_of  ?b	0.042735043	0.128205128	0.128205128	5	39	39	-2
?b  affects  ?h  ?a  precedes  ?h   => ?a  process_of  ?b	0.085470085	0.052910053	0.243902439	10	189	41	-2
?b  affects  ?h  ?a  conceptually_related_to  ?h   => ?a  process_of  ?b	0.025641026	0.230769231	0.6	3	13	5	-2
?b  affects  ?h  ?h  co-occurs_with  ?a   => ?a  process_of  ?b	0.05982906	0.046052632	0.155555556	7	152	45	-2
?b  causes  ?h  ?a  degree_of  ?h   => ?a  process_of  ?b	0.034188034	0.032520325	0.266666667	4	123	15	-2
?a  degree_of  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.256410256	0.25862069	0.25862069	30	116	116	-2
?a  precedes  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.341880342	0.263157895	0.263157895	40	152	152	-2
?b  affects  ?h  ?h  causes  ?a   => ?a  process_of  ?b	0.042735043	0.192307692	0.263157895	5	26	19	-2
?a  precedes  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.11965812	0.12962963	0.222222222	14	108	63	-2
?a  degree_of  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.145299145	0.147826087	0.288135593	17	115	59	-2
?a  degree_of  ?h  ?h  manifestation_of  ?b   => ?a  process_of  ?b	0.094017094	0.234042553	0.255813953	11	47	43	-2
?h  degree_of  ?b  ?a  precedes  ?h   => ?a  process_of  ?b	0.017094017	0.117647059	0.166666667	2	17	12	-2
?a  degree_of  ?h  ?h  precedes  ?b   => ?a  process_of  ?b	0.025641026	0.1875	0.214285714	3	16	14	-2
?b  affects  ?h  ?a  degree_of  ?h   => ?a  process_of  ?b	0.136752137	0.093567251	0.340425532	16	171	47	-2
?h  affects  ?b  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.136752137	0.258064516	0.290909091	16	62	55	-2
?b  affects  ?h  ?a  isa  ?h   => ?a  process_of  ?b	0.128205128	0.062761506	0.151515152	15	239	99	-2
?a  co-occurs_with  ?h  ?h  manifestation_of  ?b   => ?a  process_of  ?b	0.05982906	0.194444444	0.225806452	7	36	31	-2
?a  co-occurs_with  ?h  ?h  location_of  ?b   => ?a  process_of  ?b	0.042735043	0.238095238	0.238095238	5	21	21	-2
?h  isa  ?b  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.034188034	0.097560976	0.363636364	4	41	11	-2
?a  co-occurs_with  ?h  ?h  isa  ?b   => ?a  process_of  ?b	0.025641026	0.142857143	0.3	3	21	10	-2
?h  occurs_in  ?b  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.017094017	0.083333333	0.5	2	24	4	-2
?b  causes  ?h  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.034188034	0.015209125	0.153846154	4	263	26	-2
?b  causes  ?h  ?a  precedes  ?h   => ?a  process_of  ?b	0.017094017	0.025	0.181818182	2	80	11	-2
?h  affects  ?b  ?a  precedes  ?h   => ?a  process_of  ?b	0.299145299	0.214723926	0.22875817	35	163	153	-2
?h  manifestation_of  ?b  ?a  precedes  ?h   => ?a  process_of  ?b	0.042735043	0.185185185	0.192307692	5	27	26	-2
?h  precedes  ?b  ?a  precedes  ?h   => ?a  process_of  ?b	0.042735043	0.294117647	0.294117647	5	17	17	-2
?a  conceptually_related_to  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.042735043	0.625	0.625	5	8	8	-2
?h  affects  ?b  ?a  conceptually_related_to  ?h   => ?a  process_of  ?b	0.051282051	0.6	0.6	6	10	10	-2
?a  degree_of  ?h  ?h  isa  ?b   => ?a  process_of  ?b	0.051282051	0.260869565	0.352941176	6	23	17	-2
?a  occurs_in  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.136752137	0.172043011	0.372093023	16	93	43	-2
?a  occurs_in  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.094017094	0.224489796	0.224489796	11	49	49	-2
?a  co-occurs_with  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.136752137	0.266666667	0.266666667	16	60	60	-2
?a  associated_with  ?h  ?h  property_of  ?b   => ?a  process_of  ?b	0.05982906	0.152173913	0.162790698	7	46	43	-2
?h  degree_of  ?b  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.034188034	0.285714286	0.307692308	4	14	13	-2
?h  manifestation_of  ?b  ?a  occurs_in  ?h   => ?a  process_of  ?b	0.068376068	0.296296296	0.380952381	8	27	21	-2
?a  co-occurs_with  ?h  ?h  precedes  ?b   => ?a  process_of  ?b	0.017094017	0.222222222	0.222222222	2	9	9	-2
?a  occurs_in  ?h  ?h  precedes  ?b   => ?a  process_of  ?b	0.025641026	0.428571429	0.428571429	3	7	7	-2
?a  manifestation_of  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.35042735	0.128125	0.128125	41	320	320	-2
?h  associated_with  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.034188034	0.222222222	0.222222222	4	18	18	-2
?h  affects  ?b  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.324786325	0.104109589	0.113772455	38	365	334	-2
?a  manifestation_of  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.145299145	0.056105611	0.108280255	17	303	157	-2
?h  isa  ?b  ?a  precedes  ?h   => ?a  process_of  ?b	0.05982906	0.333333333	0.411764706	7	21	17	-2
?h  isa  ?b  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.076923077	0.125	0.173076923	9	72	52	-2
?h  affects  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.11965812	0.088607595	0.109375	14	158	128	-2
?h  disrupts  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.094017094	0.0859375	0.152777778	11	128	72	-2
?h  causes  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.085470085	0.064935065	0.133333333	10	154	75	-2
?h  part_of  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.017094017	0.166666667	0.4	2	12	5	-2
?h  degree_of  ?b  ?a  manifestation_of  ?h   => ?a  process_of  ?b	0.051282051	0.115384615	0.133333333	6	52	45	-2
?a  associated_with  ?h  ?h  measurement_of  ?b   => ?a  process_of  ?b	0.025641026	0.166666667	0.166666667	3	18	18	-2
?h  co-occurs_with  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.051282051	0.139534884	0.181818182	6	43	33	-2
?h  complicates  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.102564103	0.084507042	0.121212121	12	142	99	-2
?b  causes  ?h  ?a  process_of  ?h   => ?a  process_of  ?b	0.025641026	0.017045455	0.15	3	176	20	-2
?h  affects  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.623931624	0.222560976	0.240924092	73	328	303	-2
?h  process_of  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.555555556	0.22260274	0.22260274	65	292	292	-2
?h  indicates  ?b  ?a  produces  ?h   => ?a  process_of  ?b	0.025641026	0.375	0.375	3	8	8	-2
?h  interacts_with  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.264957265	0.316326531	0.316326531	31	98	98	-2
?h  manifestation_of  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.085470085	0.161290323	0.172413793	10	62	58	-2
?h  degree_of  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.076923077	0.183673469	0.225	9	49	40	-2
?a  isa  ?h  ?h  process_of  ?b   => ?a  process_of  ?b	0.179487179	0.207920792	0.207920792	21	101	101	-2
?g  measurement_of  ?a  ?g  property_of  ?b   => ?a  process_of  ?b	0.042735043	0.238095238	0.238095238	5	21	21	-2
?a  isa  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.11965812	0.120689655	0.237288136	14	116	59	-2
?g  location_of  ?a  ?g  location_of  ?b   => ?a  process_of  ?b	0.384615385	0.085551331	0.147058824	45	526	306	-2
?g  affects  ?a  ?g  location_of  ?b   => ?a  process_of  ?b	0.094017094	0.113402062	0.127906977	11	97	86	-2
?h  affects  ?b  ?a  isa  ?h   => ?a  process_of  ?b	0.282051282	0.158653846	0.170103093	33	208	194	-2
?a  isa  ?h  ?h  manifestation_of  ?b   => ?a  process_of  ?b	0.025641026	0.111111111	0.12	3	27	25	-2
?h  conceptually_related_to  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.017094017	0.4	0.4	2	5	5	-2
?a  affects  ?g  ?g  interacts_with  ?b   => ?a  process_of  ?b	0.205128205	0.210526316	0.214285714	24	114	112	-2
?g  causes  ?a  ?g  interacts_with  ?b   => ?a  process_of  ?b	0.076923077	0.047619048	0.375	9	189	24	-2
?a  affects  ?g  ?g  property_of  ?b   => ?a  process_of  ?b	0.034188034	0.363636364	0.363636364	4	11	11	-2
?g  complicates  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.025641026	0.032608696	0.12	3	92	25	-2
?g  property_of  ?b  ?g  result_of  ?a   => ?a  process_of  ?b	0.11965812	0.175	0.175	14	80	80	-2
?a  process_of  ?h  ?h  result_of  ?b   => ?a  process_of  ?b	0.264957265	0.12109375	0.224637681	31	256	138	-2
?h  isa  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.153846154	0.166666667	0.253521127	18	108	71	-2
?h  precedes  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.094017094	0.211538462	0.229166667	11	52	48	-2
?g  location_of  ?b  ?g  manifestation_of  ?a   => ?a  process_of  ?b	0.094017094	0.22	0.22	11	50	50	-2
?g  location_of  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.094017094	0.196428571	0.196428571	11	56	56	-2
?g  part_of  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.11965812	0.111111111	0.111111111	14	126	126	-2
?h  occurs_in  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.025641026	0.041666667	0.15	3	72	20	-2
?g  manifestation_of  ?a  ?g  part_of  ?b   => ?a  process_of  ?b	0.179487179	0.235955056	0.235955056	21	89	89	-2
?h  causes  ?b  ?a  process_of  ?h   => ?a  process_of  ?b	0.025641026	0.136363636	0.157894737	3	22	19	-2
?g  part_of  ?b  ?g  result_of  ?a   => ?a  process_of  ?b	0.145299145	0.115646259	0.115646259	17	147	147	-2
?g  degree_of  ?b  ?g  manifestation_of  ?a   => ?a  process_of  ?b	0.051282051	0.133333333	0.162162162	6	45	37	-2
?g  complicates  ?b  ?g  disrupts  ?a   => ?a  process_of  ?b	0.11965812	0.080924855	0.114754098	14	173	122	-2
?g  complicates  ?b  ?g  prevents  ?a   => ?a  process_of  ?b	0.076923077	0.230769231	0.290322581	9	39	31	-2
?g  complicates  ?b  ?g  diagnoses  ?a   => ?a  process_of  ?b	0.034188034	0.2	0.25	4	20	16	-2
?g  complicates  ?b  ?g  manifestation_of  ?a   => ?a  process_of  ?b	0.025641026	0.051724138	0.2	3	58	15	-2
?g  manifestation_of  ?a  ?g  property_of  ?b   => ?a  process_of  ?b	0.05982906	0.21875	0.21875	7	32	32	-2
?g  location_of  ?a  ?g  part_of  ?b   => ?a  process_of  ?b	0.35042735	0.132686084	0.149635036	41	309	274	-2
?g  affects  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.316239316	0.05323741	0.101369863	37	695	365	-2
?g  degree_of  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.094017094	0.120879121	0.148648649	11	91	74	-2
?g  degree_of  ?b  ?g  result_of  ?a   => ?a  process_of  ?b	0.136752137	0.128	0.145454545	16	125	110	-2
?g  degree_of  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.179487179	0.168	0.338709677	21	125	62	-2
?g  degree_of  ?b  ?g  process_of  ?a   => ?a  process_of  ?b	0.094017094	0.098214286	0.120879121	11	112	91	-2
?g  complicates  ?a  ?g  complicates  ?b   => ?a  process_of  ?b	0.273504274	0.150234742	0.206451613	32	213	155	-2
?g  degree_of  ?a  ?g  degree_of  ?b   => ?a  process_of  ?b	0.042735043	0.227272727	0.263157895	5	22	19	-2
?g  affects  ?a  ?g  complicates  ?b   => ?a  process_of  ?b	0.230769231	0.113445378	0.197080292	27	238	137	-2
?g  degree_of  ?b  ?g  precedes  ?a   => ?a  process_of  ?b	0.034188034	0.307692308	0.333333333	4	13	12	-2
?g  complicates  ?a  ?g  degree_of  ?b   => ?a  process_of  ?b	0.025641026	0.136363636	0.166666667	3	22	18	-2
?g  associated_with  ?a  ?g  degree_of  ?b   => ?a  process_of  ?b	0.017094017	0.125	0.142857143	2	16	14	-2
?g  degree_of  ?b  ?g  isa  ?a   => ?a  process_of  ?b	0.025641026	0.130434783	0.142857143	3	23	21	-2
?g  complicates  ?b  ?g  treats  ?a   => ?a  process_of  ?b	0.017094017	0.133333333	0.153846154	2	15	13	-2
?g  manifestation_of  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.290598291	0.122302158	0.241134752	34	278	141	-2
?g  location_of  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.111111111	0.125	0.220338983	13	104	59	-2
?g  result_of  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.444444444	0.073342736	0.141304348	52	709	368	-2
?g  precedes  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.102564103	0.126315789	0.235294118	12	95	51	-2
?g  isa  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.076923077	0.053254438	0.1	9	169	90	-2
?g  measurement_of  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.042735043	0.096153846	0.192307692	5	52	26	-2
?g  affects  ?a  ?g  indicates  ?b   => ?a  process_of  ?b	0.051282051	0.375	0.375	6	16	16	-2
?g  conceptually_related_to  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.017094017	0.2	0.333333333	2	10	6	-2
?g  evaluation_of  ?a  ?g  indicates  ?b   => ?a  process_of  ?b	0.042735043	0.125	0.2	5	40	25	-2
?g  result_of  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.376068376	0.074957411	0.142394822	44	587	309	-2
?g  disrupts  ?a  ?g  indicates  ?b   => ?a  process_of  ?b	0.025641026	0.25	0.25	3	12	12	-2
?g  causes  ?a  ?g  indicates  ?b   => ?a  process_of  ?b	0.017094017	0.166666667	0.166666667	2	12	12	-2
?g  causes  ?a  ?g  prevents  ?b   => ?a  process_of  ?b	0.017094017	0.083333333	0.125	2	24	16	-2
?a  affects  ?g  ?g  isa  ?b   => ?a  process_of  ?b	0.196581197	0.08041958	0.117346939	23	286	196	-2
?b  causes  ?h  ?h  result_of  ?a   => ?a  process_of  ?b	0.068376068	0.011251758	0.133333333	8	711	60	-2
?h  affects  ?a  ?b  causes  ?h   => ?a  process_of  ?b	0.076923077	0.013533835	0.155172414	9	665	58	-2
?g  isa  ?b  ?g  result_of  ?a   => ?a  process_of  ?b	0.111111111	0.076923077	0.144444444	13	169	90	-2
?g  affects  ?a  ?g  isa  ?b   => ?a  process_of  ?b	0.094017094	0.038869258	0.106796117	11	283	103	-2
?g  co-occurs_with  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.068376068	0.0625	0.112676056	8	128	71	-2
?g  degree_of  ?a  ?g  isa  ?b   => ?a  process_of  ?b	0.051282051	0.260869565	0.333333333	6	23	18	-2
?b  causes  ?h  ?h  manifestation_of  ?a   => ?a  process_of  ?b	0.068376068	0.024539877	0.285714286	8	326	28	-2
?g  associated_with  ?a  ?g  result_of  ?b   => ?a  process_of  ?b	0.051282051	0.071428571	0.133333333	6	84	45	-2
?b  causes  ?h  ?h  degree_of  ?a   => ?a  process_of  ?b	0.034188034	0.033898305	0.363636364	4	118	11	-2
?b  causes  ?h  ?a  result_of  ?h   => ?a  process_of  ?b	0.05982906	0.012939002	0.134615385	7	541	52	-2
?g  disrupts  ?a  ?g  disrupts  ?b   => ?a  process_of  ?b	0.05982906	0.053030303	0.111111111	7	132	63	-2
?b  causes  ?h  ?h  occurs_in  ?a   => ?a  process_of  ?b	0.017094017	0.00877193	0.1	2	228	20	-2
?g  complicates  ?a  ?g  prevents  ?b   => ?a  process_of  ?b	0.051282051	0.153846154	0.206896552	6	39	29	-2
?g  complicates  ?a  ?g  indicates  ?b   => ?a  process_of  ?b	0.034188034	0.333333333	0.333333333	4	12	12	-2
?g  affects  ?a  ?g  prevents  ?b   => ?a  process_of  ?b	0.042735043	0.135135135	0.172413793	5	37	29	-2
?g  prevents  ?a  ?g  prevents  ?b   => ?a  process_of  ?b	0.042735043	0.208333333	0.263157895	5	24	19	-2
?g  isa  ?b  ?a  result_of  ?g   => ?a  process_of  ?b	0.111111111	0.08125	0.139784946	13	160	93	-2
?g  isa  ?b  ?g  process_of  ?a   => ?a  process_of  ?b	0.128205128	0.118110236	0.157894737	15	127	95	-2
?g  indicates  ?a  ?g  measurement_of  ?b   => ?a  process_of  ?b	0.042735043	0.052083333	0.15625	5	96	32	-2
?g  isa  ?b  ?g  manifestation_of  ?a   => ?a  process_of  ?b	0.068376068	0.101265823	0.285714286	8	79	28	-2
