Assuming 9 as type relation
Loading files... 
  Starting train_pharmkgfull.tsv
  Finished train_pharmkgfull.tsv, still running: 0
Loaded 379794 facts in 1.58 s using 22 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 4 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  Iw  ?a  ?g  Te  ?b   => ?a  P  ?b	0.024401491	0.083180508	0.157920915	635	7634	4021	-1
?g  B  ?a  ?g  Te  ?b   => ?a  P  ?b	0.272989279	0.121825322	0.126464201	7104	58313	56174	-1
?g  Ra  ?a  ?g  Te  ?b   => ?a  P  ?b	0.3337048	0.09722782	0.104169666	8684	89316	83364	-1
?g  Iw  ?a  ?g  P  ?b   => ?a  P  ?b	0.076124966	0.075506937	0.145223957	1981	26236	13641	-1
?g  N  ?a  ?g  Pr  ?b   => ?a  P  ?b	0.145486685	0.120657786	0.124868074	3786	31378	30320	-1
?g  B  ?a  ?g  Pr  ?b   => ?a  P  ?b	0.046881605	0.116813481	0.125102543	1220	10444	9752	-1
?g  A  ?a  ?g  Pr  ?b   => ?a  P  ?b	0.022364831	0.178036097	0.186061381	582	3269	3128	-1
?g  E  ?a  ?g  Pr  ?b   => ?a  P  ?b	0.354186681	0.103622341	0.107429251	9217	88948	85796	-1
?g  A  ?a  ?g  T  ?b   => ?a  P  ?b	0.073588748	0.138018018	0.143984962	1915	13875	13300	-1
?g  B  ?a  ?g  T  ?b   => ?a  P  ?b	0.166583407	0.097749617	0.104101628	4335	44348	41642	-1
?g  J  ?b  ?g  N  ?a   => ?a  P  ?b	0.092917803	0.11173236	0.115954539	2418	21641	20853	-1
?g  B  ?a  ?g  J  ?b   => ?a  P  ?b	0.054643969	0.097557629	0.105107547	1422	14576	13529	-1
?g  Iw  ?a  ?g  J  ?b   => ?a  P  ?b	0.010874995	0.080420574	0.111813512	283	3519	2531	-1
?g  Iw  ?a  ?g  Iw  ?b   => ?a  P  ?b	0.0924951	0.035787564	0.104334634	2407	67258	23070	-1
?g  Iw  ?b  ?g  X  ?a   => ?a  P  ?b	0.026591861	0.160037003	0.164958284	692	4324	4195	-1
?g  An  ?b  ?g  X  ?a   => ?a  P  ?b	0.025093187	0.17175171	0.177590427	653	3802	3677	-1
?g  As  ?b  ?g  ML  ?a   => ?a  P  ?b	0.012950083	0.097709481	0.102276176	337	3449	3295	-1
?g  An  ?b  ?g  ML  ?a   => ?a  P  ?b	0.159743304	0.109996825	0.116439315	4157	37792	35701	-1
?g  D  ?b  ?g  Rg  ?a   => ?a  P  ?b	0.275256504	0.121326581	0.128475087	7163	59039	55754	-1
?g  D  ?b  ?g  E  ?a   => ?a  P  ?b	0.236483111	0.140029125	0.145388395	6154	43948	42328	-1
?g  D  ?b  ?g  Q  ?a   => ?a  P  ?b	0.216808208	0.140059082	0.145476111	5642	40283	38783	-1
?g  D  ?b  ?g  Ra  ?a   => ?a  P  ?b	0.19282942	0.107566988	0.116084854	5018	46650	43227	-1
?g  B  ?a  ?g  D  ?b   => ?a  P  ?b	0.143603735	0.136801259	0.143775008	3737	27317	25992	-1
?g  B  ?a  ?g  C  ?b   => ?a  P  ?b	0.025477462	0.159413321	0.170174538	663	4159	3896	-1
?g  C  ?b  ?g  N  ?a   => ?a  P  ?b	0.06667179	0.149054983	0.155118462	1735	11640	11185	-1
?g  C  ?b  ?g  E  ?a   => ?a  P  ?b	0.156400108	0.127939142	0.132910979	4070	31812	30622	-1
?a  CC  ?h  ?b  I  ?h   => ?a  CC  ?b	0.013102991	0.008004765	0.249443207	336	41975	1347	-2
?a  CC  ?g  ?g  I  ?b   => ?a  CC  ?b	0.012908006	0.005459884	0.21648136	331	60624	1529	-2
?a  E  ?b  ?b  Q  ?a   => ?a  Rg  ?b	0.016157579	0.298208641	0.299629434	566	1898	1889	-1
?b  Q  ?a  ?a  Ra  ?b   => ?a  Rg  ?b	0.012988867	0.295838752	0.298360656	455	1538	1525	-1
?b  Q  ?a  ?b  Rg  ?a   => ?a  Rg  ?b	0.067599201	0.800540906	0.800811633	2368	2958	2957	-1
?b  E  ?a  ?b  Q  ?a   => ?a  Rg  ?b	0.016214673	0.317495808	0.318564218	568	1789	1783	-1
?b  Q  ?a  ?b  Ra  ?a   => ?a  Rg  ?b	0.012874679	0.311679337	0.314285714	451	1447	1435	-1
?h  CC  ?b  ?a  CC  ?h   => ?a  CC  ?b	0.804664041	0.105019926	0.105019926	20634	196477	196477	-2
?a  GG  ?b  ?b  Rg  ?a   => ?a  Rg  ?b	0.049300599	0.77236136	0.77513465	1727	2236	2228	-1
?b  E  ?a  ?b  Rg  ?a   => ?a  Rg  ?b	0.057350842	0.774778249	0.775376303	2009	2593	2591	-1
?b  B  ?a  ?b  Rg  ?a   => ?a  Rg  ?b	0.042649158	0.793414764	0.794680851	1494	1883	1880	-1
?b  Ra  ?a  ?b  Rg  ?a   => ?a  Rg  ?b	0.056608621	0.783175355	0.784104389	1983	2532	2529	-1
?a  Q  ?b  ?b  Ra  ?a   => ?a  Rg  ?b	0.012846132	0.292587776	0.295663601	450	1538	1522	-1
?a  B  ?b  ?b  Ra  ?a   => ?a  Rg  ?b	0.010105624	0.284565916	0.286871961	354	1244	1234	-1
?a  E  ?b  ?b  Ra  ?a   => ?a  Rg  ?b	0.011475878	0.230769231	0.231433506	402	1742	1737	-1
?b  E  ?a  ?b  Ra  ?a   => ?a  Rg  ?b	0.010590922	0.292125984	0.29281768	371	1270	1267	-1
?b  E  ?a  ?a  Q  ?b   => ?a  Rg  ?b	0.016328861	0.301369863	0.302645503	572	1898	1890	-1
?b  E  ?a  ?a  Ra  ?b   => ?a  Rg  ?b	0.011019126	0.221584386	0.22363847	386	1742	1726	-1
?b  E  ?a  ?a  E  ?b   => ?a  Rg  ?b	0.052212389	0.125549149	0.127687797	1829	14568	14324	-1
?a  E  ?b  ?a  Q  ?b   => ?a  Rg  ?b	0.015443905	0.302403577	0.304103429	541	1789	1779	-1
?a  Q  ?b  ?a  Ra  ?b   => ?a  Rg  ?b	0.012103911	0.293020041	0.295059151	424	1447	1437	-1
?b  B  ?a  ?a  B  ?b   => ?a  Rg  ?b	0.039080788	0.148739678	0.152585823	1369	9204	8972	-1
?a  Z  ?h  ?b  Z  ?h   => ?a  Rg  ?b	0.02272338	0.099799398	0.101647299	796	7976	7831	-1
?b  P  ?a  ?b  Te  ?a   => ?a  ML  ?b	0.019708459	0.415575465	0.416724257	603	1451	1447	-2
?b  P  ?a  ?a  X  ?b   => ?a  ML  ?b	0.012779448	0.518567639	0.519946809	391	754	752	-2
?b  P  ?a  ?b  U  ?a   => ?a  ML  ?b	0.030330762	0.421435059	0.43082637	928	2202	2154	-2
?h  Iw  ?a  ?b  P  ?h   => ?a  ML  ?b	0.143875016	0.147204387	0.150085237	4402	29904	29330	-2
?h  As  ?a  ?b  P  ?h   => ?a  ML  ?b	0.010622304	0.115617218	0.117625769	325	2811	2763	-2
?h  An  ?a  ?b  P  ?h   => ?a  ML  ?b	0.147470258	0.140224384	0.143160834	4512	32177	31517	-2
?a  As  ?h  ?b  P  ?h   => ?a  ML  ?b	0.01075304	0.13583815	0.138293401	329	2422	2379	-2
?a  An  ?h  ?b  P  ?h   => ?a  ML  ?b	0.130605308	0.178162201	0.182066703	3996	22429	21948	-2
?b  Ra  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.36171395	0.126720407	0.131621512	11067	87334	84082	-2
?h  D  ?a  ?b  Ra  ?h   => ?a  ML  ?b	0.270492875	0.175916676	0.182106236	8276	47045	45446	-2
?b  Ra  ?h  ?a  X  ?h   => ?a  ML  ?b	0.298764544	0.173988351	0.180047272	9141	52538	50770	-2
?b  Q  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.420773957	0.123626796	0.125887392	12874	104136	102266	-2
?b  Q  ?h  ?h  U  ?a   => ?a  ML  ?b	0.514119493	0.106103122	0.10866937	15730	148252	144751	-2
?h  D  ?a  ?b  Q  ?h   => ?a  ML  ?b	0.258988103	0.195268605	0.198492022	7924	40580	39921	-2
?b  Q  ?h  ?a  X  ?h   => ?a  ML  ?b	0.334063276	0.166979791	0.169733302	10221	61211	60218	-2
?b  Rg  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.472283959	0.1136176	0.116771451	14450	127181	123746	-2
?h  D  ?a  ?b  Rg  ?h   => ?a  ML  ?b	0.333409596	0.173915267	0.178936659	10201	58655	57009	-2
?h  An  ?a  ?b  U  ?h   => ?a  ML  ?b	0.069518891	0.134153264	0.144723413	2127	15855	14697	-2
?h  Iw  ?a  ?b  U  ?h   => ?a  ML  ?b	0.057818015	0.127467935	0.135327417	1769	13878	13072	-2
?a  An  ?h  ?b  U  ?h   => ?a  ML  ?b	0.062818669	0.169354128	0.181354973	1922	11349	10598	-2
?h  An  ?a  ?b  Te  ?h   => ?a  ML  ?b	0.04049549	0.181432128	0.183964365	1239	6829	6735	-2
?b  Rg  ?h  ?a  X  ?h   => ?a  ML  ?b	0.397241469	0.155708722	0.159377909	12154	78056	76259	-2
?h  Iw  ?a  ?b  Te  ?h   => ?a  ML  ?b	0.031572755	0.180055918	0.183127962	966	5365	5275	-2
?a  An  ?h  ?b  Te  ?h   => ?a  ML  ?b	0.037488561	0.217564492	0.221129747	1147	5272	5187	-2
?b  B  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.275558897	0.127172077	0.139634641	8431	66296	60379	-2
?b  B  ?h  ?h  U  ?a   => ?a  ML  ?b	0.35625572	0.109752905	0.121289002	10900	99314	89868	-2
?b  B  ?h  ?h  D  ?a   => ?a  ML  ?b	0.180383057	0.188194776	0.205083423	5519	29326	26911	-2
?b  B  ?h  ?a  X  ?h   => ?a  ML  ?b	0.219211662	0.17590747	0.189559663	6707	38128	35382	-2
?h  C  ?a  ?b  I  ?h   => ?a  ML  ?b	0.025951105	0.15426462	0.184522426	794	5147	4303	-2
?a  An  ?h  ?b  I  ?h   => ?a  ML  ?b	0.013596549	0.091872792	0.125793771	416	4528	3307	-2
?b  I  ?h  ?a  ML  ?h   => ?a  ML  ?b	0.024709112	0.017373719	0.1023281	756	43514	7388	-2
?b  B  ?h  ?a  ML  ?h   => ?a  ML  ?b	0.640998823	0.093003846	0.103386471	19612	210873	189696	-2
?h  D  ?a  ?b  E  ?h   => ?a  ML  ?b	0.249575108	0.122483679	0.180234617	7636	62343	42367	-2
?b  E  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.437933063	0.069139714	0.107063524	13399	193796	125150	-2
?h  An  ?a  ?b  D  ?h   => ?a  ML  ?b	0.021898287	0.225058784	0.227041681	670	2977	2951	-2
?b  D  ?h  ?h  Iw  ?a   => ?a  ML  ?b	0.018106942	0.232675346	0.233263158	554	2381	2375	-2
?a  An  ?h  ?b  D  ?h   => ?a  ML  ?b	0.017910838	0.273316708	0.276907529	548	2005	1979	-2
?b  E  ?h  ?a  X  ?h   => ?a  ML  ?b	0.33824683	0.092057392	0.139416147	10349	112419	74231	-2
?b  K  ?h  ?h  Pr  ?a   => ?a  ML  ?b	0.087560465	0.10526109	0.108155026	2679	25451	24770	-2
?h  C  ?a  ?b  K  ?h   => ?a  ML  ?b	0.084128644	0.279691405	0.285777728	2574	9203	9007	-2
?b  K  ?h  ?a  Mp  ?h   => ?a  ML  ?b	0.010622304	0.112573606	0.114155251	325	2887	2847	-2
?h  C  ?a  ?b  O  ?h   => ?a  ML  ?b	0.036867564	0.283916436	0.305194805	1128	3973	3696	-2
?b  O  ?h  ?h  Pr  ?a   => ?a  ML  ?b	0.035494836	0.102821435	0.111590629	1086	10562	9732	-2
?b  Iw  ?h  ?h  P  ?a   => ?a  ML  ?b	0.081611975	0.081155746	0.121828649	2497	30768	20496	-2
?h  Iw  ?a  ?b  Iw  ?h   => ?a  ML  ?b	0.058210224	0.073977155	0.104408489	1781	24075	17058	-2
?b  Iw  ?h  ?h  U  ?a   => ?a  ML  ?b	0.032814747	0.094130883	0.151684544	1004	10666	6619	-2
?b  Iw  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.031866911	0.124552887	0.180155211	975	7828	5412	-2
?h  I  ?a  ?b  Iw  ?h   => ?a  ML  ?b	0.01140672	0.07759004	0.124287749	349	4498	2808	-2
?b  Iw  ?h  ?a  X  ?h   => ?a  ML  ?b	0.015688325	0.14059754	0.211546937	480	3414	2269	-2
?b  Iw  ?h  ?a  ML  ?h   => ?a  ML  ?b	0.103869787	0.132865086	0.209520042	3178	23919	15168	-2
?h  D  ?a  ?b  GG  ?h   => ?a  ML  ?b	0.144005752	0.129337169	0.150370295	4406	34066	29301	-2
?b  GG  ?h  ?h  Te  ?a   => ?a  ML  ?b	0.204961433	0.094523914	0.108899887	6271	66343	57585	-2
?h  C  ?a  ?b  Z  ?h   => ?a  ML  ?b	0.029807818	0.273135669	0.283670295	912	3339	3215	-2
?h  Pr  ?a  ?b  Z  ?h   => ?a  ML  ?b	0.026277945	0.10879567	0.113639576	804	7390	7075	-2
?h  E  ?b  ?a  Mp  ?h   => ?a  ML  ?b	0.032814747	0.10282671	0.104845447	1004	9764	9576	-2
?a  An  ?h  ?h  X  ?b   => ?a  ML  ?b	0.026768205	0.289808917	0.293233083	819	2826	2793	-2
?b  GG  ?h  ?a  X  ?h   => ?a  ML  ?b	0.177866388	0.140554781	0.161882381	5442	38718	33617	-2
?a  As  ?h  ?h  ML  ?b   => ?a  ML  ?b	0.025330109	0.263784888	0.263784888	775	2938	2938	-2
?a  An  ?h  ?h  ML  ?b   => ?a  ML  ?b	0.404595372	0.479527407	0.479527407	12379	25815	25815	-2
?g  Iw  ?a  ?g  ML  ?b   => ?a  ML  ?b	0.310400052	0.193772827	0.193772827	9497	49011	49011	-2
?g  An  ?a  ?g  ML  ?b   => ?a  ML  ?b	0.421558374	0.341289162	0.341289162	12898	37792	37792	-2
?g  As  ?a  ?g  ML  ?b   => ?a  ML  ?b	0.025330109	0.224702812	0.224702812	775	3449	3449	-2
?h  Q  ?b  ?a  X  ?h   => ?a  ML  ?b	0.331252451	0.167498513	0.170167397	10135	60508	59559	-2
?h  Rg  ?b  ?a  X  ?h   => ?a  ML  ?b	0.401196235	0.156164523	0.159755844	12275	78603	76836	-2
?h  E  ?b  ?a  X  ?h   => ?a  ML  ?b	0.349784286	0.138934687	0.14120969	10702	77029	75788	-2
?h  Iw  ?b  ?a  X  ?h   => ?a  ML  ?b	0.010197411	0.094430993	0.164124145	312	3304	1901	-2
?h  Ra  ?b  ?a  X  ?h   => ?a  ML  ?b	0.302425154	0.172527595	0.177997076	9253	53632	51984	-2
?h  B  ?b  ?a  X  ?h   => ?a  ML  ?b	0.223624003	0.193539262	0.197181475	6842	35352	34699	-2
?h  GG  ?b  ?a  X  ?h   => ?a  ML  ?b	0.189077004	0.134247656	0.159970135	5785	43092	36163	-2
?g  Rg  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.478984181	0.113864156	0.116930368	14655	128706	125331	-2
?g  D  ?a  ?g  Rg  ?b   => ?a  ML  ?b	0.337004837	0.174647267	0.179459064	10311	59039	57456	-2
?g  Ra  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.367466335	0.125878902	0.130308299	11243	89316	86280	-2
?g  D  ?a  ?g  Ra  ?b   => ?a  ML  ?b	0.266832266	0.175005359	0.181196733	8164	46650	45056	-2
?g  E  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.451496928	0.105917713	0.108191509	13814	130422	127681	-2
?g  D  ?a  ?g  E  ?b   => ?a  ML  ?b	0.26058962	0.18141895	0.184778326	7973	43948	43149	-2
?g  C  ?a  ?g  E  ?b   => ?a  ML  ?b	0.23842986	0.229315981	0.234648911	7295	31812	31089	-2
?g  Q  ?b  ?g  U  ?a   => ?a  ML  ?b	0.51255066	0.106455051	0.108976185	15682	147311	143903	-2
?g  Q  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.42152569	0.124415161	0.126612476	12897	103661	101862	-2
?g  D  ?a  ?g  Q  ?b   => ?a  ML  ?b	0.257027062	0.195218827	0.198095622	7864	40283	39698	-2
?h  Iw  ?b  ?a  ML  ?h   => ?a  ML  ?b	0.053765198	0.08277146	0.155909392	1645	19874	10551	-2
?g  Iw  ?a  ?g  X  ?b   => ?a  ML  ?b	0.032422539	0.229417206	0.229470275	992	4324	4323	-2
?g  An  ?a  ?g  X  ?b   => ?a  ML  ?b	0.031017126	0.249605471	0.2521924	949	3802	3763	-2
?h  I  ?b  ?a  ML  ?h   => ?a  ML  ?b	0.024643744	0.013656946	0.100305973	754	55210	7517	-2
?h  B  ?b  ?a  ML  ?h   => ?a  ML  ?b	0.658092561	0.10405147	0.107745819	20135	193510	186875	-2
?g  C  ?a  ?g  N  ?b   => ?a  ML  ?b	0.111452477	0.292955326	0.298651252	3410	11640	11418	-2
?g  N  ?b  ?g  Pr  ?a   => ?a  ML  ?b	0.108805073	0.106093441	0.107671906	3329	31378	30918	-2
?g  J  ?a  ?g  N  ?b   => ?a  ML  ?b	0.074486861	0.105309366	0.107216786	2279	21641	21256	-2
?g  C  ?a  ?g  I  ?b   => ?a  ML  ?b	0.022715388	0.107551842	0.14943023	695	6462	4651	-2
?g  Iw  ?b  ?g  U  ?a   => ?a  ML  ?b	0.021179239	0.072152322	0.137492043	648	8981	4713	-2
?g  Iw  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.017780102	0.071260152	0.140641158	544	7634	3868	-2
?g  A  ?b  ?g  C  ?a   => ?a  ML  ?b	0.014479017	0.365511551	0.369166667	443	1212	1200	-2
?g  A  ?b  ?g  T  ?a   => ?a  ML  ?b	0.057066283	0.125837838	0.127809092	1746	13875	13661	-2
?g  A  ?b  ?g  Pr  ?a   => ?a  ML  ?b	0.013171656	0.12327929	0.125427949	403	3269	3213	-2
?g  B  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.275035952	0.144307444	0.146974063	8415	58313	57255	-2
?g  B  ?b  ?g  U  ?a   => ?a  ML  ?b	0.362563734	0.123682949	0.127618697	11093	89689	86923	-2
?g  B  ?b  ?g  D  ?a   => ?a  ML  ?b	0.185906654	0.208221986	0.213874788	5688	27317	26595	-2
?g  B  ?b  ?g  J  ?a   => ?a  ML  ?b	0.048110864	0.100987925	0.108100169	1472	14576	13617	-2
?g  B  ?b  ?g  T  ?a   => ?a  ML  ?b	0.147633678	0.101853522	0.106658796	4517	44348	42350	-2
?g  B  ?b  ?g  C  ?a   => ?a  ML  ?b	0.039547653	0.290935321	0.304939516	1210	4159	3968	-2
?g  B  ?b  ?g  Pr  ?a   => ?a  ML  ?b	0.035102628	0.102834163	0.108113549	1074	10444	9934	-2
?g  D  ?a  ?g  GG  ?b   => ?a  ML  ?b	0.138155314	0.120485705	0.144498	4227	35083	29253	-2
?g  GG  ?b  ?g  Te  ?a   => ?a  ML  ?b	0.211661655	0.08948212	0.104835446	6476	72372	61773	-2
?b  ML  ?a  ?a  U  ?b   => ?a  D  ?b	0.092476489	0.060574949	0.104919976	177	2922	1687	-1
?a  I  ?b  ?b  ML  ?a   => ?a  D  ?b	0.017763845	0.080952381	0.129770992	34	420	262	-1
?a  U  ?b  ?b  X  ?a   => ?a  D  ?b	0.015151515	0.092651757	0.149484536	29	313	194	-1
?a  Te  ?b  ?b  X  ?a   => ?a  D  ?b	0.010971787	0.084337349	0.110526316	21	249	190	-1
?a  Te  ?b  ?a  U  ?b   => ?a  D  ?b	0.029258098	0.093802345	0.136253041	56	597	411	-1
?b  An  ?h  ?a  D  ?h   => ?a  D  ?b	0.384535005	0.367082294	0.367082294	736	2005	2005	-1
?b  As  ?h  ?a  D  ?h   => ?a  D  ?b	0.01985371	0.173515982	0.173515982	38	219	219	-1
?h  An  ?b  ?a  D  ?h   => ?a  D  ?b	0.406478579	0.261336916	0.261336916	778	2977	2977	-1
?a  D  ?h  ?h  Iw  ?b   => ?a  D  ?b	0.178683386	0.143637127	0.143637127	342	2381	2381	-1
?h  As  ?b  ?a  D  ?h   => ?a  D  ?b	0.01985371	0.133333333	0.133333333	38	285	285	-1
?a  An  ?h  ?h  Mp  ?b   => ?a  Mp  ?b	0.21971831	0.234939759	0.234939759	78	332	332	-2
?a  As  ?h  ?h  Mp  ?b   => ?a  Mp  ?b	0.01971831	0.125	0.125	7	56	56	-2
?g  Iw  ?a  ?g  Mp  ?b   => ?a  Mp  ?b	0.318309859	0.264018692	0.264018692	113	428	428	-2
?g  An  ?a  ?g  Mp  ?b   => ?a  Mp  ?b	0.216901408	0.133680556	0.133680556	77	576	576	-2
?g  As  ?a  ?g  Mp  ?b   => ?a  Mp  ?b	0.01971831	0.118644068	0.118644068	7	59	59	-2
?b  B  ?a  ?a  B  ?b   => ?a  GG  ?b	0.012152103	0.08833116	0.103224987	813	9204	7876	-2
?b  An  ?h  ?a  I  ?h   => ?a  I  ?b	0.106464428	0.325530035	0.325530035	1474	4528	4528	-1
?h  An  ?b  ?a  I  ?h   => ?a  I  ?b	0.110220296	0.263375906	0.263375906	1526	5794	5794	-1
?b  An  ?h  ?a  C  ?h   => ?a  C  ?b	0.434157562	0.487096774	0.487096774	755	1550	1550	-1
?b  As  ?h  ?a  C  ?h   => ?a  C  ?b	0.034502588	0.377358491	0.377358491	60	159	159	-1
?h  An  ?b  ?a  C  ?h   => ?a  C  ?b	0.450833813	0.345070423	0.345070423	784	2272	2272	-1
?a  C  ?h  ?h  Iw  ?b   => ?a  C  ?b	0.331799885	0.100295498	0.100295498	577	5753	5753	-1
?h  As  ?b  ?a  C  ?h   => ?a  C  ?b	0.034502588	0.275229358	0.275229358	60	218	218	-1
?b  GG  ?a  ?b  Ra  ?a   => ?a  Ra  ?b	0.046051767	0.736731477	0.744161359	1402	1903	1884	-2
?b  E  ?a  ?a  Rg  ?b   => ?a  Ra  ?b	0.012679017	0.140108893	0.1434411	386	2755	2691	-2
?b  E  ?a  ?b  Rg  ?a   => ?a  Ra  ?b	0.013204572	0.155032781	0.159018987	402	2593	2528	-2
?a  Q  ?b  ?b  Rg  ?a   => ?a  Ra  ?b	0.014814085	0.14445868	0.149983372	451	3122	3007	-2
?a  E  ?b  ?b  Rg  ?a   => ?a  Ra  ?b	0.012186309	0.134664247	0.138329605	371	2755	2682	-2
?a  B  ?b  ?b  Rg  ?a   => ?a  Ra  ?b	0.010741033	0.155640171	0.163255117	327	2101	2003	-2
?b  B  ?a  ?b  Rg  ?a   => ?a  Ra  ?b	0.011627907	0.187997876	0.196666667	354	1883	1800	-2
?b  Q  ?a  ?b  Rg  ?a   => ?a  Ra  ?b	0.014781238	0.152129817	0.157563025	450	2958	2856	-2
?a  GG  ?b  ?b  Ra  ?a   => ?a  Ra  ?b	0.046051767	0.737118822	0.746141565	1402	1902	1879	-2
?b  B  ?a  ?a  Rg  ?b   => ?a  Ra  ?b	0.01100381	0.159447882	0.166253102	335	2101	2015	-2
?a  Q  ?b  ?a  Rg  ?b   => ?a  Ra  ?b	0.013927211	0.143340095	0.148044693	424	2958	2864	-2
?a  E  ?b  ?a  Rg  ?b   => ?a  Ra  ?b	0.01077388	0.126494408	0.129849565	328	2593	2526	-2
?b  Q  ?a  ?a  Rg  ?b   => ?a  Ra  ?b	0.014945474	0.14573991	0.150413223	455	3122	3025	-2
?a  P  ?b  ?b  X  ?a   => ?a  U  ?b	0.010112637	0.163129973	0.169655172	123	754	725	-1
?b  ML  ?a  ?b  X  ?a   => ?a  U  ?b	0.014634547	0.161085973	0.177467597	178	1105	1003	-1
?b  ML  ?a  ?a  Te  ?b   => ?a  U  ?b	0.023842802	0.200692042	0.209386282	290	1445	1385	-1
?a  D  ?b  ?b  ML  ?a   => ?a  U  ?b	0.014552331	0.249295775	0.262611276	177	710	674	-1
?a  D  ?b  ?a  P  ?b   => ?a  U  ?b	0.010112637	0.26681128	0.272123894	123	461	452	-1
?a  P  ?b  ?a  Te  ?b   => ?a  U  ?b	0.021211872	0.177808408	0.182074806	258	1451	1417	-1
?b  ML  ?a  ?a  P  ?b   => ?a  U  ?b	0.076296966	0.158361775	0.169621641	928	5860	5471	-1
?b  An  ?h  ?a  U  ?h   => ?a  U  ?b	0.330674998	0.354392457	0.354392457	4022	11349	11349	-1
?b  An  ?h  ?a  D  ?h   => ?a  U  ?b	0.021047439	0.127680798	0.137044968	256	2005	1868	-1
?b  As  ?h  ?a  U  ?h   => ?a  U  ?b	0.019731974	0.16689847	0.16689847	240	1438	1438	-1
?h  An  ?b  ?a  U  ?h   => ?a  U  ?b	0.33897887	0.26004415	0.26004415	4123	15855	15855	-1
?h  Iw  ?b  ?a  U  ?h   => ?a  U  ?b	0.13689057	0.11997406	0.11997406	1665	13878	13878	-1
?h  As  ?b  ?a  U  ?h   => ?a  U  ?b	0.019731974	0.145631068	0.145631068	240	1648	1648	-1
?h  An  ?b  ?a  D  ?h   => ?a  U  ?b	0.023349503	0.095398052	0.102268635	284	2977	2777	-1
?h  CC  ?a  ?b  Mp  ?h   => ?a  T  ?b	0.033239038	0.118791861	0.123814542	940	7913	7592	-1
?a  CC  ?h  ?b  Mp  ?h   => ?a  T  ?b	0.02864215	0.15615963	0.160873883	810	5187	5035	-1
?b  An  ?h  ?a  Sa  ?h   => ?a  T  ?b	0.061173975	0.193382517	0.194142072	1730	8946	8911	-1
?b  An  ?h  ?a  J  ?h   => ?a  T  ?b	0.022454031	0.265801591	0.267143458	635	2389	2377	-1
?b  An  ?h  ?a  C  ?h   => ?a  T  ?b	0.017114569	0.312258065	0.312459651	484	1550	1549	-1
?b  An  ?h  ?a  Pr  ?h   => ?a  T  ?b	0.043069307	0.254279749	0.254651892	1218	4790	4783	-1
?b  An  ?h  ?a  T  ?h   => ?a  T  ?b	0.334016973	0.424443945	0.424443945	9446	22255	22255	-1
?b  As  ?h  ?a  T  ?h   => ?a  T  ?b	0.023196605	0.256350137	0.256350137	656	2559	2559	-1
?h  O  ?a  ?b  X  ?h   => ?a  T  ?b	0.025106082	0.295833333	0.295833333	710	2400	2400	-1
?h  K  ?a  ?b  X  ?h   => ?a  T  ?b	0.090240453	0.239377169	0.240346581	2552	10661	10618	-1
?b  X  ?h  ?h  Z  ?a   => ?a  T  ?b	0.014250354	0.323694779	0.323694779	403	1245	1245	-1
?h  I  ?a  ?b  X  ?h   => ?a  T  ?b	0.017821782	0.071969156	0.250621581	504	7003	2011	-1
?a  N  ?h  ?b  X  ?h   => ?a  T  ?b	0.089886846	0.250344692	0.250764526	2542	10154	10137	-1
?a  I  ?h  ?b  X  ?h   => ?a  T  ?b	0.017609618	0.118684461	0.168642059	498	4196	2953	-1
?a  A  ?h  ?b  X  ?h   => ?a  T  ?b	0.010113154	0.239932886	0.240134341	286	1192	1191	-1
?a  B  ?h  ?b  X  ?h   => ?a  T  ?b	0.022347949	0.016575745	0.312407316	632	38128	2023	-1
?a  I  ?h  ?h  U  ?b   => ?a  T  ?b	0.125212164	0.106811052	0.131542776	3541	33152	26919	-1
?a  I  ?h  ?b  ML  ?h   => ?a  T  ?b	0.148550212	0.096543641	0.131870547	4201	43514	31857	-1
?a  E  ?h  ?b  X  ?h   => ?a  T  ?b	0.247772277	0.062329322	0.190082196	7007	112419	36863	-1
?a  I  ?h  ?h  P  ?b   => ?a  T  ?b	0.134158416	0.091474588	0.11900505	3794	41476	31881	-1
?a  I  ?h  ?h  Te  ?b   => ?a  T  ?b	0.021782178	0.111877951	0.151054438	616	5506	4078	-1
?h  D  ?b  ?a  I  ?h   => ?a  T  ?b	0.015452617	0.08778626	0.129712081	437	4978	3369	-1
