Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
nations_AMIE;full;complex;100;0.5;1;no_reasoner;[88.13098964691162, 18.38775537967678];[2.5774, 0.0001];[0.0132, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7444, 0.0116];[0.387, 0.0232];[1.1018, 0.0];[0.7023, 0.0153];[0.598, 0.0194];[0.7408, 0.0202];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations_NCRL;domainbody;complex;100;0.5;1;dcr;[282.13163866996763, 8.06627288898213];[0.2111, 0.0002];[0.0132, 0.0002];[0.0133, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5872, 0.024];[0.3894, 0.024];[0.3894, 0.024];[0.6973, 0.0156];[0.5915, 0.0184];[0.7363, 0.0247];[0.6973, 0.0156];[0.5915, 0.0184];[0.7363, 0.0247]
nations_NCRL;domainbody;complex;100;0.5;1;r2n;[156.9791280269623, 23.75480765151033];[0.0145, 0.0002];[0.0133, 0.0002];[0.0158, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3833, 0.0244];[0.3897, 0.0244];[0.377, 0.0244];[0.6975, 0.016];[0.592, 0.0184];[0.7363, 0.0278];[0.6955, 0.0163];[0.5886, 0.0176];[0.7368, 0.027]
nations_NCRL;domainbody;complex;100;0.5;1;gsbr;[138.8473720550537, 22.913013559061703];[0.0132, 0.0002];[0.0132, 0.0002];[0.0132, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3894, 0.0239];[0.3894, 0.0239];[0.3894, 0.0239];[0.6984, 0.0162];[0.593, 0.0212];[0.7378, 0.0238];[0.6984, 0.0162];[0.593, 0.0212];[0.7378, 0.0238]
nations_NCRL;domainbody;complex;100;0.5;1;cdcr;[360.24443616867063, 24.634798053667975];[0.2113, 0.0002];[0.0132, 0.0002];[0.0136, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5866, 0.0237];[0.3887, 0.0237];[0.3887, 0.0237];[0.699, 0.0156];[0.594, 0.0182];[0.7378, 0.0247];[0.699, 0.0156];[0.594, 0.0182];[0.7378, 0.0247]
nations_NCRL;domainbody;complex;100;0.5;1;no_reasoner;[85.87050886154175, 24.518292056671083];[2.5774, 0.0001];[0.0132, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7444, 0.0116];[0.387, 0.0232];[1.1018, 0.0];[0.7023, 0.0153];[0.598, 0.0194];[0.7408, 0.0202];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations_NCRL;full;complex;100;0.5;1;dcr;[263.0410012722015, 6.0860368836342005];[0.245, 0.0033];[0.0258, 0.0033];[0.0483, 0.0031];[0.9996, 0.0003];[0.9991, 0.0006];[1.0, 0.0];[0.9996, 0.0002];[0.9992, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5375, 0.0156];[0.3567, 0.0164];[0.3025, 0.0154];[0.7062, 0.0137];[0.5975, 0.0137];[0.7507, 0.0173];[0.7105, 0.0118];[0.605, 0.0179];[0.7557, 0.0101]
nations_NCRL;full;complex;100;0.5;1;r2n;[184.07251539230347, 2.3358622428993825];[0.016, 0.0003];[0.0169, 0.0006];[0.0152, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3844, 0.0112];[0.3481, 0.0145];[0.4206, 0.0109];[0.7017, 0.0126];[0.5965, 0.0168];[0.7408, 0.0123];[0.7021, 0.0087];[0.594, 0.01];[0.7468, 0.0121]
nations_NCRL;full;complex;100;0.5;1;gsbr;[134.7536241054535, 5.57586347197049];[0.0136, 0.0003];[0.0137, 0.0004];[0.0134, 0.0002];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3542, 0.0135];[0.3557, 0.0143];[0.3528, 0.0128];[0.7012, 0.0127];[0.5935, 0.0168];[0.7463, 0.017];[0.7019, 0.0132];[0.593, 0.0185];[0.7488, 0.0172]
nations_NCRL;full;complex;100;0.5;1;cdcr;[386.99063019752504, 14.106841582882101];[0.3826, 0.012];[0.0814, 0.0083];[0.2597, 0.0201];[0.999, 0.0008];[0.9981, 0.0015];[1.0, 0.0];[0.9904, 0.0032];[0.9809, 0.006];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5593, 0.0337];[0.368, 0.0368];[0.3265, 0.033];[0.7117, 0.0168];[0.605, 0.0231];[0.7622, 0.0136];[0.7151, 0.0186];[0.6104, 0.0202];[0.7632, 0.0117]
nations_NCRL;full;complex;100;0.5;1;no_reasoner;[91.91389412879944, 12.235262125069706];[2.5775, 0.0];[0.0134, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7394, 0.0074];[0.377, 0.0148];[1.1018, 0.0];[0.7012, 0.0097];[0.596, 0.0109];[0.7423, 0.0153];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
kinship_family;backward_1;complex;100;0.5;1;dcr;[1591.9804337978362, 4.966704234352346];[0.1776, 0.0];[0.012, 0.0];[0.0481, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0001];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6761, 0.0011];[0.5245, 0.0011];[0.5326, 0.0011];[0.5165, 0.0006];[0.5038, 0.0004];[0.5106, 0.0007];[0.5256, 0.0007];[0.5043, 0.0005];[0.5137, 0.001]
